isBad_30,CityId,cashTotalAmt,cashTotalCnt,education,idVerify,inCourt,maritalStatus,monthCardLargeAmt,netLength,noTransWeekPre,onlineTransAmt,onlineTransCnt,publicPayAmt,publicPayCnt,threeVerify,transTotalAmt,transTotalCnt,transCnt_mean,transCnt_non_null_months,transAmt_mean,transAmt_non_null_months,cashCnt_mean,cashCnt_non_null_months,cashAmt_mean,cashAmt_non_null_months,isDue,isCrime,isBlackList,Han,age,sex,card_age
0,其它,,,Missing,,0,未说明,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,47.0,女,1.0
0,其它,,,专科,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,37.0,男,2.0
0,其它,,,初中,一致,0,未说明,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,0.0,27.0,男,1.0
0,其它,500.0,2.0,小学,一致,0,已婚,0.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,250.0,2.0,0.0,0.0,0.0,0.0,38.0,男,0.0
0,其它,3600.0,7.0,初中,一致,0,未说明,0.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,3.0,0.0,3.0,2.333333333333333,3.0,1200.0,3.0,0.0,0.0,0.0,1.0,44.0,男,1.0
0,其它,2800.0,2.0,高中,一致,0,未说明,43740.0,24 个月以上,0.67,0.0,0.0,540.0,1.0,一致,117640.0,24.0,2.1818181818181817,11.0,10692.727272727272,11.0,1.0,2.0,1400.0,2.0,0.0,0.0,0.0,1.0,32.0,男,0.0
0,其它,,,初中,一致,0,未婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,,,,,0.0,0.0,0.0,1.0,41.0,男,-8.0
0,其它,1500.0,2.0,初中,一致,0,已婚,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,750.0,2.0,0.0,0.0,0.0,1.0,50.0,男,-2.0
0,其它,19900.0,7.0,初中,一致,0,已婚,30000.0,24 个月以上,0.92,30000.0,3.0,0.0,0.0,一致,30000.0,3.0,1.0,3.0,10000.0,3.0,2.333333333333333,3.0,6633.333333333332,3.0,0.0,0.0,0.0,1.0,28.0,男,-4.0
0,其它,400.0,1.0,小学,一致,0,未婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,400.0,1.0,0.0,0.0,0.0,1.0,27.0,男,-2.0
0,二线城市,,,初中,一致,0,未婚,25000.0,24 个月以上,0.94,50600.0,7.0,0.0,0.0,一致,50600.0,7.0,2.333333333333333,3.0,16866.666666666668,3.0,,,,,0.0,0.0,0.0,0.0,27.0,女,45.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,1.0,0.0,0.0,31.0,男,7.0
0,二线城市,44400.0,19.0,小学,一致,0,已婚,4970.0,24 个月以上,0.63,-21050.0,8.0,0.0,0.0,无记录,9170.0,6.0,1.0,6.0,1528.333333333333,6.0,3.8,5.0,8880.0,5.0,0.0,0.0,0.0,1.0,33.0,男,-7.0
0,其它,,,小学,一致,0,未婚,0.0,12-24个月,0.96,0.0,0.0,0.0,0.0,一致,0.0,1.0,0.5,2.0,0.0,2.0,,,,,0.0,0.0,0.0,1.0,23.0,男,-13.0
0,其它,,,专科,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,40.0,男,23.0
1,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,3.0,0.0,3.0,,,,,0.0,0.0,0.0,1.0,29.0,男,-3.0
1,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,3.0,0.0,3.0,,,,,0.0,0.0,0.0,1.0,29.0,男,-3.0
1,二线城市,,,初中,一致,0,未婚,,12个月以内,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,33.0,男,0.0
1,二线城市,,,初中,一致,0,未婚,,12个月以内,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,33.0,男,0.0
0,其它,9700.0,4.0,初中,一致,0,已婚,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,4850.0,2.0,0.0,0.0,0.0,1.0,37.0,男,14.0
0,新一线城市,500.0,1.0,小学,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,500.0,1.0,0.0,0.0,0.0,1.0,38.0,男,-6.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,45.0,男,0.0
0,其它,,,专科,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,39.0,男,0.0
0,其它,,,初中,一致,0,离婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,1.0,0.0,1.0,35.0,男,20.0
0,其它,,,初中,一致,0,未婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,27.0,男,1.0
0,其它,,,初中,一致,0,未说明,15000.0,24 个月以上,0.92,0.0,0.0,100.0,1.0,不一致,28050.0,6.0,1.5,4.0,7010.0,4.0,,,,,0.0,0.0,0.0,0.0,44.0,男,-2.0
0,其它,,,初中,一致,0,已婚,,,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,35.0,男,0.0
0,其它,,,专科,一致,0,未婚,,,,,,,,无记录,,,,,,,,,,,0.0,0.0,0.0,1.0,23.0,男,33.0
0,二线城市,,,小学,一致,0,已婚,,12-24个月,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,50.0,男,0.0
0,其它,,,初中,一致,0,已婚,3480.0,12-24个月,0.96,0.0,0.0,0.0,0.0,无记录,3480.0,3.0,1.5,2.0,1740.0,2.0,,,,,0.0,0.0,0.0,1.0,30.0,男,-1.0
0,其它,,,技校,一致,0,未婚,,12-24个月,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,38.0,男,17.0
1,其它,,,小学,一致,0,未婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,31.0,男,-12.0
1,其它,,,小学,一致,0,未婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,31.0,男,-12.0
0,其它,,,Missing,一致,0,未说明,0.0,12个月以内,0.98,0.0,1.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,27.0,男,-10.0
0,二线城市,2400.0,4.0,初中,一致,0,未说明,21000.0,,0.83,63000.0,9.0,0.0,0.0,一致,65830.0,9.0,1.375,8.0,8228.75,8.0,1.3333333333333333,3.0,800.0,3.0,0.0,0.0,0.0,1.0,31.0,男,6.0
0,其它,7200.0,5.0,初中,一致,0,已婚,700.0,24 个月以上,0.87,0.0,1.0,0.0,0.0,无记录,1700.0,5.0,0.8333333333333334,6.0,280.0,6.0,1.25,4.0,1800.0,4.0,0.0,0.0,0.0,1.0,28.0,男,12.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,45.0,男,33.0
0,其它,4000.0,6.0,专科,一致,0,未婚,190.0,24 个月以上,0.85,0.0,0.0,60.0,1.0,无记录,370.0,3.0,0.6,5.0,72.0,5.0,1.5,4.0,1000.0,4.0,0.0,0.0,0.0,1.0,33.0,男,11.0
0,其它,,,Missing,一致,0,未说明,21000.0,24 个月以上,0.98,21000.0,3.0,0.0,0.0,不一致,21000.0,3.0,3.0,1.0,21000.0,1.0,,,,,0.0,0.0,0.0,1.0,41.0,男,-4.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,33.0,男,0.0
0,其它,,,初中,一致,0,未婚,0.0,24 个月以上,0.96,0.0,2.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,29.0,女,8.0
0,二线城市,,,小学,一致,0,已婚,0.0,24 个月以上,0.94,-7490.0,5.0,0.0,0.0,一致,0.0,0.0,0.0,3.0,0.0,3.0,,,,,0.0,0.0,0.0,1.0,28.0,男,5.0
0,其它,,,小学,一致,0,未说明,,,,,,,,无记录,,,,,,,,,,,0.0,0.0,0.0,1.0,29.0,男,3.0
0,其它,21000.0,7.0,初中,一致,0,已婚,530.0,24 个月以上,0.9,-15720.0,3.0,940.0,2.0,一致,940.0,2.0,0.5,4.0,232.5,4.0,1.75,4.0,5250.0,4.0,0.0,0.0,0.0,1.0,30.0,男,-9.0
0,其它,1800.0,3.0,初中,一致,0,已婚,1120.0,12-24个月,0.88,1090.0,3.0,0.0,0.0,一致,1850.0,6.0,1.5,4.0,460.0,4.0,1.5,2.0,900.0,2.0,0.0,0.0,0.0,1.0,31.0,女,13.0
0,其它,1300.0,3.0,初中,一致,1,已婚,0.0,24 个月以上,0.94,0.0,1.0,0.0,2.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1300.0,1.0,0.0,0.0,0.0,0.0,34.0,男,1.0
0,其它,300.0,1.0,初中,一致,0,已婚,0.0,24 个月以上,0.42,-180410.0,84.0,0.0,0.0,不一致,0.0,0.0,0.0,8.0,0.0,8.0,1.0,1.0,300.0,1.0,0.0,0.0,0.0,1.0,29.0,男,-4.0
0,其它,,,初中,一致,0,已婚,8000.0,24 个月以上,0.96,13000.0,2.0,0.0,0.0,一致,13000.0,2.0,1.0,2.0,6500.0,2.0,,,,,0.0,0.0,0.0,1.0,33.0,男,0.0
0,其它,,,高中,一致,1,已婚,,12-24个月,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,0.0,53.0,男,0.0
0,其它,,,高中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,47.0,男,-10.0
0,二线城市,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,42.0,男,26.0
0,其它,,,高中,一致,0,未婚,730.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,1230.0,2.0,1.0,2.0,615.0,2.0,,,,,0.0,0.0,0.0,1.0,32.0,男,0.0
0,其它,8800.0,2.0,小学,一致,0,已婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,4400.0,2.0,0.0,0.0,0.0,0.0,24.0,男,-6.0
1,其它,1500.0,2.0,初中,一致,0,已婚,410.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,810.0,3.0,1.5,2.0,405.0,2.0,1.0,2.0,750.0,2.0,0.0,0.0,0.0,1.0,46.0,男,1.0
1,其它,1500.0,2.0,初中,一致,0,已婚,410.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,810.0,3.0,1.5,2.0,405.0,2.0,1.0,2.0,750.0,2.0,0.0,0.0,0.0,1.0,46.0,男,1.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,,,,,0.0,1.0,0.0,1.0,27.0,男,-2.0
0,其它,1000.0,1.0,初中,一致,0,未婚,400.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,400.0,1.0,1.0,1.0,400.0,1.0,1.0,1.0,1000.0,1.0,0.0,0.0,0.0,1.0,26.0,男,-4.0
0,新一线城市,,,专科,一致,0,未婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,27.0,男,-12.0
0,其它,,,初中,一致,0,未说明,37100.0,24 个月以上,0.83,3590.0,5.0,0.0,1.0,一致,47130.0,9.0,1.2857142857142858,7.0,6731.428571428572,7.0,,,,,0.0,0.0,0.0,1.0,38.0,男,-1.0
0,其它,,,初中,一致,0,已婚,20000.0,,0.92,20000.0,3.0,0.0,0.0,一致,20000.0,3.0,1.0,3.0,6666.666666666668,3.0,,,,,0.0,0.0,0.0,1.0,40.0,男,-4.0
0,其它,9800.0,7.0,初中,一致,0,未说明,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,9800.0,1.0,0.0,0.0,0.0,1.0,36.0,男,-2.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.87,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,7.0,0.0,7.0,,,,,0.0,0.0,0.0,1.0,39.0,男,-2.0
0,其它,6000.0,5.0,初中,一致,0,已婚,12140.0,24 个月以上,0.65,0.0,0.0,1400.0,1.0,一致,20140.0,21.0,2.625,8.0,2516.25,8.0,1.6666666666666667,3.0,2000.0,3.0,0.0,0.0,0.0,1.0,51.0,男,-3.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,31.0,男,0.0
0,其它,400.0,4.0,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,400.0,1.0,0.0,0.0,0.0,1.0,47.0,男,-3.0
0,一线城市,,,初中,一致,0,未婚,2280.0,24 个月以上,0.96,0.0,0.0,2790.0,2.0,一致,2790.0,2.0,1.0,2.0,1395.0,2.0,,,,,0.0,0.0,0.0,1.0,28.0,女,-5.0
0,其它,,,Missing,不一致,0,未说明,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,41.0,男,-10.0
0,其它,,,初中,一致,0,已婚,4000.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,4000.0,1.0,1.0,1.0,4000.0,1.0,,,,,0.0,0.0,0.0,1.0,36.0,男,0.0
1,其它,2100.0,3.0,初中,一致,0,已婚,0.0,,0.96,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,2.0,0.0,2.0,1.5,2.0,1050.0,2.0,0.0,0.0,0.0,1.0,34.0,男,-6.0
1,其它,2100.0,3.0,初中,一致,0,已婚,0.0,,0.96,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,2.0,0.0,2.0,1.5,2.0,1050.0,2.0,0.0,0.0,0.0,1.0,34.0,男,-6.0
0,其它,12000.0,6.0,小学,一致,0,未说明,2870.0,24 个月以上,0.9,0.0,0.0,0.0,0.0,一致,2870.0,4.0,1.3333333333333333,3.0,956.6666666666665,3.0,6.0,1.0,12000.0,1.0,0.0,0.0,0.0,1.0,25.0,男,0.0
0,其它,20100.0,12.0,初中,一致,0,已婚,0.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,12.0,1.0,20100.0,1.0,0.0,0.0,0.0,1.0,37.0,男,0.0
0,其它,,,初中,一致,0,离婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,32.0,女,21.0
0,其它,,,高中,一致,0,未说明,,12-24个月,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,26.0,男,22.0
0,其它,,,初中,一致,0,已婚,10000.0,24 个月以上,0.96,20000.0,2.0,0.0,0.0,一致,20000.0,2.0,1.0,2.0,10000.0,2.0,,,,,0.0,0.0,0.0,1.0,51.0,男,-3.0
0,二线城市,20100.0,13.0,初中,一致,0,已婚,300.0,24 个月以上,0.85,0.0,0.0,0.0,0.0,一致,300.0,1.0,0.25,4.0,75.0,4.0,3.25,4.0,5025.0,4.0,0.0,0.0,0.0,1.0,41.0,男,0.0
0,其它,,,小学,一致,0,未说明,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,24.0,男,10.0
0,其它,,,初中,一致,0,已婚,25840.0,24 个月以上,0.92,75000.0,9.0,100.0,1.0,一致,75940.0,15.0,5.666666666666668,3.0,25313.33333333333,3.0,,,,,0.0,0.0,0.0,1.0,38.0,男,-3.0
0,其它,,,小学,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,35.0,男,0.0
0,其它,,,初中,一致,0,未说明,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,28.0,男,57.0
0,其它,,,本科以上,一致,0,未婚,130.0,24 个月以上,0.88,130.0,9.0,0.0,0.0,一致,140.0,10.0,3.333333333333333,3.0,46.66666666666666,3.0,,,,,0.0,0.0,0.0,1.0,34.0,男,0.0
0,二线城市,8300.0,7.0,初中,一致,0,未婚,500.0,24 个月以上,0.81,0.0,0.0,0.0,0.0,一致,1250.0,8.0,1.0,8.0,156.25,8.0,1.4,5.0,1660.0,5.0,0.0,0.0,0.0,1.0,41.0,男,-2.0
0,其它,900.0,3.0,初中,一致,0,未婚,640.0,24 个月以上,0.9,0.0,0.0,0.0,0.0,无记录,640.0,3.0,1.0,3.0,213.33333333333331,3.0,1.0,3.0,300.0,3.0,0.0,0.0,0.0,0.0,35.0,男,-8.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,29.0,男,-1.0
0,其它,1300.0,3.0,初中,一致,0,已婚,5710.0,24 个月以上,0.81,0.0,0.0,2880.0,1.0,无记录,7410.0,7.0,1.4,5.0,1478.0,5.0,3.0,1.0,1300.0,1.0,0.0,0.0,0.0,1.0,32.0,男,42.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,40.0,女,4.0
1,其它,,,初中,一致,0,已婚,480.0,24 个月以上,0.92,870.0,2.0,0.0,0.0,一致,870.0,2.0,0.6666666666666666,3.0,286.6666666666667,3.0,,,,,0.0,0.0,0.0,1.0,23.0,男,-3.0
0,二线城市,,,初中,一致,0,已婚,10.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,10.0,1.0,1.0,1.0,10.0,1.0,,,,,0.0,0.0,0.0,1.0,40.0,男,0.0
0,其它,25800.0,9.0,初中,一致,0,未婚,650.0,24 个月以上,0.87,0.0,0.0,0.0,0.0,无记录,1350.0,6.0,1.2,5.0,270.0,5.0,3.0,3.0,8600.0,3.0,0.0,0.0,0.0,1.0,36.0,男,-1.0
0,其它,,,小学,一致,0,未婚,,12-24个月,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,32.0,男,36.0
0,其它,,,小学,一致,0,已婚,,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,,,,,,,,,,,0.0,0.0,0.0,0.0,40.0,男,-3.0
0,其它,,,小学,一致,0,未说明,0.0,24 个月以上,0.98,0.0,1.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,42.0,男,-10.0
0,其它,,,Missing,一致,0,已婚,80.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,不一致,80.0,1.0,0.5,2.0,40.0,2.0,,,,,0.0,0.0,0.0,1.0,28.0,女,23.0
0,其它,,,初中,一致,0,未婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,37.0,女,16.0
0,一线城市,9700.0,12.0,本科以上,一致,0,未婚,1430.0,24 个月以上,0.65,0.0,7.0,0.0,0.0,无记录,1950.0,7.0,0.7,10.0,194.0,10.0,1.3333333333333333,9.0,1077.7777777777776,9.0,0.0,0.0,0.0,1.0,28.0,女,34.0
0,其它,3000.0,2.0,初中,一致,0,已婚,6880.0,24 个月以上,0.63,4020.0,7.0,3550.0,7.0,一致,15670.0,27.0,2.8,10.0,1563.0,10.0,1.0,2.0,1500.0,2.0,0.0,0.0,0.0,1.0,28.0,男,25.0
0,其它,,,初中,一致,0,未婚,30.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,30.0,1.0,1.0,1.0,30.0,1.0,,,,,0.0,0.0,0.0,1.0,38.0,男,-14.0
0,其它,,,Missing,一致,0,未说明,70.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,70.0,9.0,9.0,1.0,70.0,1.0,,,,,0.0,0.0,0.0,1.0,36.0,男,0.0
0,其它,,,初中,一致,1,已婚,280.0,12-24个月,0.96,0.0,0.0,0.0,0.0,一致,280.0,2.0,1.0,2.0,140.0,2.0,,,,,0.0,0.0,0.0,1.0,34.0,男,2.0
0,其它,,,小学,一致,0,已婚,450.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,450.0,1.0,1.0,1.0,450.0,1.0,,,,,0.0,0.0,0.0,1.0,46.0,男,17.0
0,其它,7900.0,5.0,初中,一致,0,已婚,1500.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,1500.0,1.0,1.0,1.0,1500.0,1.0,5.0,1.0,7900.0,1.0,0.0,0.0,0.0,1.0,40.0,男,-4.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,52.0,男,-4.0
0,二线城市,15700.0,10.0,小学,一致,0,已婚,300.0,24 个月以上,0.88,0.0,0.0,0.0,0.0,一致,300.0,1.0,0.25,4.0,75.0,4.0,2.5,4.0,3925.0,4.0,0.0,0.0,0.0,1.0,32.0,男,-2.0
0,二线城市,,,小学,一致,0,未婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,25.0,男,-1.0
0,其它,,,小学,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,29.0,男,33.0
0,其它,500.0,1.0,初中,一致,0,已婚,590.0,24 个月以上,0.88,0.0,0.0,200.0,1.0,一致,1050.0,4.0,0.8,5.0,210.0,5.0,1.0,1.0,500.0,1.0,0.0,0.0,0.0,1.0,34.0,男,-4.0
0,其它,,,初中,一致,0,离婚,1900.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,2500.0,5.0,2.5,2.0,1250.0,2.0,,,,,0.0,0.0,0.0,1.0,30.0,男,-5.0
1,其它,300.0,3.0,初中,一致,0,未婚,0.0,,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,300.0,1.0,0.0,0.0,0.0,1.0,26.0,男,0.0
0,其它,,,初中,一致,0,已婚,2000.0,12-24个月,0.87,0.0,0.0,0.0,0.0,一致,3500.0,9.0,3.6666666666666665,3.0,1166.6666666666667,3.0,,,,,0.0,0.0,0.0,1.0,44.0,男,0.0
0,其它,,,初中,一致,0,未婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,35.0,女,-6.0
0,其它,,,Missing,一致,0,未说明,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,25.0,女,-6.0
0,其它,,,专科,一致,0,未婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,35.0,男,9.0
0,二线城市,,,高中,一致,0,离婚,,12-24个月,,,,,,无记录,,,,,,,,,,,0.0,0.0,0.0,1.0,25.0,男,8.0
0,其它,900.0,3.0,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,900.0,1.0,0.0,0.0,0.0,1.0,36.0,男,-8.0
0,其它,4500.0,3.0,初中,一致,0,已婚,1940.0,24 个月以上,0.92,0.0,0.0,350.0,1.0,一致,2220.0,4.0,1.3333333333333333,3.0,740.0,3.0,3.0,1.0,4500.0,1.0,0.0,0.0,0.0,1.0,50.0,男,-1.0
0,其它,,,初中,一致,0,未婚,200.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,200.0,1.0,1.0,1.0,200.0,1.0,,,,,0.0,0.0,0.0,1.0,35.0,男,-7.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,,,,,0.0,0.0,0.0,0.0,44.0,男,56.0
0,其它,,,初中,一致,0,已婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,46.0,男,-11.0
0,其它,1400.0,1.0,初中,一致,0,未婚,1000.0,24 个月以上,0.9,0.0,0.0,0.0,0.0,一致,1290.0,2.0,0.5,4.0,322.5,4.0,1.0,1.0,1400.0,1.0,0.0,0.0,0.0,1.0,33.0,男,1.0
0,其它,5000.0,2.0,Missing,一致,0,已婚,4310.0,24 个月以上,0.9,0.0,0.0,0.0,0.0,一致,4310.0,1.0,0.25,4.0,1077.5,4.0,1.0,2.0,2500.0,2.0,0.0,0.0,0.0,1.0,45.0,男,-5.0
1,其它,,,初中,一致,0,已婚,1200.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,1400.0,3.0,1.5,2.0,700.0,2.0,,,,,0.0,0.0,0.0,1.0,43.0,男,7.0
1,其它,,,初中,一致,0,已婚,1200.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,1400.0,3.0,1.5,2.0,700.0,2.0,,,,,0.0,0.0,0.0,1.0,43.0,男,7.0
1,二线城市,,,小学,一致,0,已婚,,24 个月以上,,,,,,无记录,,,,,,,,,,,0.0,0.0,0.0,1.0,34.0,男,1.0
1,二线城市,,,小学,一致,0,已婚,,24 个月以上,,,,,,无记录,,,,,,,,,,,0.0,0.0,0.0,1.0,34.0,男,1.0
0,其它,11000.0,4.0,小学,一致,0,未婚,0.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,4.0,0.0,4.0,1.3333333333333333,3.0,3666.666666666666,3.0,0.0,0.0,0.0,1.0,24.0,男,-2.0
0,其它,1500.0,2.0,初中,一致,0,未婚,2000.0,24 个月以上,0.88,0.0,0.0,0.0,0.0,一致,3770.0,5.0,1.25,4.0,940.0,4.0,1.0,2.0,750.0,2.0,0.0,0.0,0.0,1.0,25.0,女,-5.0
0,其它,,,专科,一致,0,未说明,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,29.0,男,-1.0
0,其它,6600.0,5.0,小学,一致,0,未说明,0.0,,0.94,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,3.0,0.0,3.0,1.6666666666666667,3.0,2200.0,3.0,0.0,0.0,0.0,1.0,27.0,男,-10.0
